n,size,func,p,q,compression,compressed_size,ratio,time
1024,8388608,sin(25x)cos(25y),25,25,LZ4Fast,7779678,0.9274098873138428,0.008147411
1024,8388608,sin(25x)cos(25y),25,25,LZ4Frame,524748,0.06255483627319336,0.001258749
1024,8388608,sin(25x)cos(25y),25,25,Xz,6128,0.0007305145263671875,0.111084012
1024,8388608,sin(25x)cos(25y),25,25,Zlib,59181,0.007054924964904785,0.026938735
1024,8388608,sin(25x)cos(25y),25,25,Zstd,7811,0.0009311437606811523,0.001637238
2048,33554432,sin(25x)cos(25y),25,25,Bzip2,915797,0.027292877435684204,8.339668194
2048,33554432,sin(25x)cos(25y),25,25,LZ4Fast,32559448,0.9703471660614014,0.054750057
2048,33554432,sin(25x)cos(25y),25,25,LZ4Frame,4228876,0.1260303258895874,0.143038217
2048,33554432,sin(25x)cos(25y),25,25,Xz,14496,0.00043201446533203125,0.444659255
2048,33554432,sin(25x)cos(25y),25,25,Zlib,240240,0.007159709930419922,0.10542232
2048,33554432,sin(25x)cos(25y),25,25,Zstd,20425,0.0006087124347686768,0.006124144
4096,134217728,sin(25x)cos(25y),25,25,Bzip2,6826244,0.0508594810962677,32.94313987
4096,134217728,sin(25x)cos(25y),25,25,LZ4Fast,132747589,0.989046610891819,0.41177195
4096,134217728,sin(25x)cos(25y),25,25,LZ4Frame,33976331,0.25314339250326157,0.044015328
4096,134217728,sin(25x)cos(25y),25,25,Xz,37612,0.000280231237411499,2.206120981
4096,134217728,sin(25x)cos(25y),25,25,Zlib,51556058,0.3841225653886795,1.706706131
4096,134217728,sin(25x)cos(25y),25,25,Zstd,53676,0.0003999173641204834,0.022662906
16,2048,sin(30x)cos(30y),30,30,Bzip2,220,0.107421875,0.000143693
16,2048,sin(30x)cos(30y),30,30,LZ4Fast,135,0.06591796875,7.838e-6
16,2048,sin(30x)cos(30y),30,30,LZ4Frame,133,0.06494140625,6.837e-6
16,2048,sin(30x)cos(30y),30,30,Xz,176,0.0859375,0.001235273
16,2048,sin(30x)cos(30y),30,30,Zlib,123,0.06005859375,3.9642e-5
16,2048,sin(30x)cos(30y),30,30,Zstd,113,0.05517578125,8.0412e-5
32,8192,sin(30x)cos(30y),30,30,Bzip2,436,0.05322265625,0.000469974
32,8192,sin(30x)cos(30y),30,30,LZ4Fast,337,0.0411376953125,8.351e-6
32,8192,sin(30x)cos(30y),30,30,LZ4Frame,258,0.031494140625,5.701e-6
32,8192,sin(30x)cos(30y),30,30,Xz,292,0.03564453125,0.001719598
32,8192,sin(30x)cos(30y),30,30,Zlib,273,0.0333251953125,5.9125e-5
32,8192,sin(30x)cos(30y),30,30,Zstd,209,0.0255126953125,8.1042e-5
64,32768,sin(30x)cos(30y),30,30,Bzip2,890,0.02716064453125,0.00414702
64,32768,sin(30x)cos(30y),30,30,LZ4Fast,947,0.028900146484375,1.6965e-5
64,32768,sin(30x)cos(30y),30,30,LZ4Frame,549,0.016754150390625,1.8886e-5
64,32768,sin(30x)cos(30y),30,30,Xz,496,0.01513671875,0.002323081
64,32768,sin(30x)cos(30y),30,30,Zlib,584,0.017822265625,0.000148426
64,32768,sin(30x)cos(30y),30,30,Zstd,393,0.011993408203125,0.000360303
128,131072,sin(30x)cos(30y),30,30,Bzip2,1691,0.01290130615234375,0.018486817
128,131072,sin(30x)cos(30y),30,30,LZ4Fast,2961,0.02259063720703125,4.5175e-5
128,131072,sin(30x)cos(30y),30,30,LZ4Frame,1342,0.0102386474609375,1.537e-5
128,131072,sin(30x)cos(30y),30,30,Xz,840,0.00640869140625,0.002858855
128,131072,sin(30x)cos(30y),30,30,Zlib,1466,0.0111846923828125,0.000448156
128,131072,sin(30x)cos(30y),30,30,Zstd,779,0.00594329833984375,9.251e-5
256,524288,sin(30x)cos(30y),30,30,Bzip2,3305,0.0063037872314453125,0.094542593
256,524288,sin(30x)cos(30y),30,30,LZ4Fast,323274,0.6165962219238281,0.000764048
256,524288,sin(30x)cos(30y),30,30,LZ4Frame,9052,0.01726531982421875,5.9997e-5
256,524288,sin(30x)cos(30y),30,30,Xz,1528,0.0029144287109375,0.008322705
256,524288,sin(30x)cos(30y),30,30,Zlib,4414,0.008419036865234375,0.001617831
256,524288,sin(30x)cos(30y),30,30,Zstd,1624,0.0030975341796875,0.000211617
512,2097152,sin(30x)cos(30y),30,30,Bzip2,21718,0.010355949401855469,0.592817498
512,2097152,sin(30x)cos(30y),30,30,LZ4Fast,1791799,0.8543963432312012,0.002447434
512,2097152,sin(30x)cos(30y),30,30,LZ4Frame,93524,0.04459571838378906,0.000362029
512,2097152,sin(30x)cos(30y),30,30,Xz,2972,0.0014171600341796875,0.028674417
512,2097152,sin(30x)cos(30y),30,30,Zlib,15407,0.007346630096435547,0.007012522
512,2097152,sin(30x)cos(30y),30,30,Zstd,3558,0.0016965866088867188,0.000874434
1024,8388608,sin(30x)cos(30y),30,30,Bzip2,134919,0.016083598136901855,2.21007185
1024,8388608,sin(30x)cos(30y),30,30,LZ4Fast,7818565,0.932045578956604,0.008193223
1024,8388608,sin(30x)cos(30y),30,30,LZ4Frame,528396,0.06298971176147461,0.001224874
1024,8388608,sin(30x)cos(30y),30,30,Xz,6184,0.0007371902465820312,0.111076546
1024,8388608,sin(30x)cos(30y),30,30,Zlib,59203,0.007057547569274902,0.026039748
1024,8388608,sin(30x)cos(30y),30,30,Zstd,7838,0.0009343624114990234,0.00164926
2048,33554432,sin(30x)cos(30y),30,30,Bzip2,924697,0.027558118104934692,8.25120244
2048,33554432,sin(30x)cos(30y),30,30,LZ4Fast,32452994,0.9671745896339417,0.054306661
2048,33554432,sin(30x)cos(30y),30,30,LZ4Frame,4231180,0.12609899044036865,0.140797131
2048,33554432,sin(30x)cos(30y),30,30,Xz,14556,0.00043380260467529297,0.45640169
2048,33554432,sin(30x)cos(30y),30,30,Zlib,240291,0.007161229848861694,0.105561502
2048,33554432,sin(30x)cos(30y),30,30,Zstd,20461,0.0006097853183746338,0.00608143
4096,134217728,sin(30x)cos(30y),30,30,Bzip2,6966044,0.05190107226371765,32.807024278
4096,134217728,sin(30x)cos(30y),30,30,LZ4Fast,132837684,0.9897178709506989,0.409116445
4096,134217728,sin(30x)cos(30y),30,30,LZ4Frame,33887243,0.2524796351790428,0.043147024
4096,134217728,sin(30x)cos(30y),30,30,Xz,38796,0.00028905272483825684,2.234287398
4096,134217728,sin(30x)cos(30y),30,30,Zlib,54929189,0.4092543497681618,1.773036762
4096,134217728,sin(30x)cos(30y),30,30,Zstd,53744,0.0004004240036010742,0.02258489
16,2048,sin(35x)cos(35y),35,35,Bzip2,215,0.10498046875,0.000139887
16,2048,sin(35x)cos(35y),35,35,LZ4Fast,136,0.06640625,7.575e-6
16,2048,sin(35x)cos(35y),35,35,LZ4Frame,134,0.0654296875,7.715e-6
16,2048,sin(35x)cos(35y),35,35,Xz,176,0.0859375,0.001235717
16,2048,sin(35x)cos(35y),35,35,Zlib,120,0.05859375,3.681e-5
16,2048,sin(35x)cos(35y),35,35,Zstd,113,0.05517578125,8.0743e-5
32,8192,sin(35x)cos(35y),35,35,Bzip2,427,0.0521240234375,0.000491077
32,8192,sin(35x)cos(35y),35,35,LZ4Fast,331,0.0404052734375,7.718e-6
32,8192,sin(35x)cos(35y),35,35,LZ4Frame,252,0.03076171875,5.731e-6
32,8192,sin(35x)cos(35y),35,35,Xz,288,0.03515625,0.001752567
32,8192,sin(35x)cos(35y),35,35,Zlib,270,0.032958984375,5.4341e-5
32,8192,sin(35x)cos(35y),35,35,Zstd,202,0.024658203125,8.0789e-5
64,32768,sin(35x)cos(35y),35,35,Bzip2,918,0.02801513671875,0.004110043
64,32768,sin(35x)cos(35y),35,35,LZ4Fast,957,0.029205322265625,1.6099e-5
64,32768,sin(35x)cos(35y),35,35,LZ4Frame,559,0.017059326171875,1.9243e-5
64,32768,sin(35x)cos(35y),35,35,Xz,500,0.0152587890625,0.002324078
64,32768,sin(35x)cos(35y),35,35,Zlib,592,0.01806640625,0.000150386
64,32768,sin(35x)cos(35y),35,35,Zstd,401,0.012237548828125,0.000365652
128,131072,sin(35x)cos(35y),35,35,Bzip2,1693,0.01291656494140625,0.018550878
128,131072,sin(35x)cos(35y),35,35,LZ4Fast,2958,0.0225677490234375,4.7432e-5
128,131072,sin(35x)cos(35y),35,35,LZ4Frame,1339,0.01021575927734375,1.6625e-5
128,131072,sin(35x)cos(35y),35,35,Xz,832,0.00634765625,0.002861521
128,131072,sin(35x)cos(35y),35,35,Zlib,1460,0.011138916015625,0.000429573
128,131072,sin(35x)cos(35y),35,35,Zstd,773,0.00589752197265625,9.5264e-5
256,524288,sin(35x)cos(35y),35,35,Bzip2,3326,0.006343841552734375,0.099737174
256,524288,sin(35x)cos(35y),35,35,LZ4Fast,313035,0.5970668792724609,0.000758718
256,524288,sin(35x)cos(35y),35,35,LZ4Frame,8983,0.017133712768554688,5.7043e-5
256,524288,sin(35x)cos(35y),35,35,Xz,1528,0.0029144287109375,0.008301699
256,524288,sin(35x)cos(35y),35,35,Zlib,4414,0.008419036865234375,0.001609539
256,524288,sin(35x)cos(35y),35,35,Zstd,1620,0.00308990478515625,0.000216117
512,2097152,sin(35x)cos(35y),35,35,Bzip2,21687,0.010341167449951172,0.590699129
512,2097152,sin(35x)cos(35y),35,35,LZ4Fast,1793350,0.8551359176635742,0.0024068
512,2097152,sin(35x)cos(35y),35,35,LZ4Frame,94132,0.04488563537597656,0.00034955
512,2097152,sin(35x)cos(35y),35,35,Xz,2964,0.0014133453369140625,0.028839905
512,2097152,sin(35x)cos(35y),35,35,Zlib,15403,0.007344722747802734,0.006380414
512,2097152,sin(35x)cos(35y),35,35,Zstd,3527,0.0016818046569824219,0.000882436
1024,8388608,sin(35x)cos(35y),35,35,Bzip2,134356,0.016016483306884766,2.208542956
1024,8388608,sin(35x)cos(35y),35,35,LZ4Fast,7812432,0.9313144683837891,0.008158061
1024,8388608,sin(35x)cos(35y),35,35,LZ4Frame,526796,0.06279897689819336,0.001221094
1024,8388608,sin(35x)cos(35y),35,35,Xz,6116,0.0007290840148925781,0.113085596
1024,8388608,sin(35x)cos(35y),35,35,Zlib,59154,0.007051706314086914,0.026626995
1024,8388608,sin(35x)cos(35y),35,35,Zstd,7768,0.0009260177612304688,0.001656133
2048,33554432,sin(35x)cos(35y),35,35,Bzip2,919697,0.027409106492996216,8.293634693
2048,33554432,sin(35x)cos(35y),35,35,LZ4Fast,32438650,0.9667471051216125,0.054315069
2048,33554432,sin(35x)cos(35y),35,35,LZ4Frame,4254732,0.12680089473724365,0.138698095
2048,33554432,sin(35x)cos(35y),35,35,Xz,14576,0.0004343986511230469,0.447578879
2048,33554432,sin(35x)cos(35y),35,35,Zlib,240302,0.007161557674407959,0.105738859
2048,33554432,sin(35x)cos(35y),35,35,Zstd,17652,0.0005260705947875977,0.007142793
4096,134217728,sin(35x)cos(35y),35,35,Bzip2,6915384,0.05152362585067749,32.730918018
4096,134217728,sin(35x)cos(35y),35,35,LZ4Fast,132776275,0.9892603382468224,0.414610635
4096,134217728,sin(35x)cos(35y),35,35,LZ4Frame,33936396,0.2528458535671234,0.044747106
4096,134217728,sin(35x)cos(35y),35,35,Xz,38232,0.0002848505973815918,2.229853596
4096,134217728,sin(35x)cos(35y),35,35,Zlib,55091356,0.4104625880718231,1.742219456
4096,134217728,sin(35x)cos(35y),35,35,Zstd,54635,0.00040706247091293335,0.022697059
16,2048,sin(40x)cos(40y),40,40,Bzip2,211,0.10302734375,0.000139516
16,2048,sin(40x)cos(40y),40,40,LZ4Fast,137,0.06689453125,6.819e-6
16,2048,sin(40x)cos(40y),40,40,LZ4Frame,135,0.06591796875,8.165e-6
16,2048,sin(40x)cos(40y),40,40,Xz,172,0.083984375,0.001234526
16,2048,sin(40x)cos(40y),40,40,Zlib,124,0.060546875,3.6137e-5
16,2048,sin(40x)cos(40y),40,40,Zstd,113,0.05517578125,8.1179e-5
32,8192,sin(40x)cos(40y),40,40,Bzip2,434,0.052978515625,0.000473404
32,8192,sin(40x)cos(40y),40,40,LZ4Fast,333,0.0406494140625,8.969e-6
32,8192,sin(40x)cos(40y),40,40,LZ4Frame,254,0.031005859375,5.58e-6
32,8192,sin(40x)cos(40y),40,40,Xz,292,0.03564453125,0.001743737
32,8192,sin(40x)cos(40y),40,40,Zlib,272,0.033203125,6.1154e-5
32,8192,sin(40x)cos(40y),40,40,Zstd,204,0.02490234375,8.5084e-5
64,32768,sin(40x)cos(40y),40,40,Bzip2,919,0.028045654296875,0.004157534
64,32768,sin(40x)cos(40y),40,40,LZ4Fast,956,0.0291748046875,1.5982e-5
64,32768,sin(40x)cos(40y),40,40,LZ4Frame,558,0.01702880859375,1.9511e-5
64,32768,sin(40x)cos(40y),40,40,Xz,500,0.0152587890625,0.002352938
64,32768,sin(40x)cos(40y),40,40,Zlib,593,0.018096923828125,0.000152757
64,32768,sin(40x)cos(40y),40,40,Zstd,402,0.01226806640625,0.000369164
128,131072,sin(40x)cos(40y),40,40,Bzip2,1674,0.0127716064453125,0.018526557
128,131072,sin(40x)cos(40y),40,40,LZ4Fast,2958,0.0225677490234375,4.6844e-5
128,131072,sin(40x)cos(40y),40,40,LZ4Frame,1343,0.01024627685546875,1.6089e-5
128,131072,sin(40x)cos(40y),40,40,Xz,832,0.00634765625,0.002910183
128,131072,sin(40x)cos(40y),40,40,Zlib,1464,0.01116943359375,0.000514671
128,131072,sin(40x)cos(40y),40,40,Zstd,776,0.00592041015625,9.8566e-5
256,524288,sin(40x)cos(40y),40,40,Bzip2,3305,0.0063037872314453125,0.092568977
256,524288,sin(40x)cos(40y),40,40,LZ4Fast,308478,0.5883750915527344,0.000762283
256,524288,sin(40x)cos(40y),40,40,LZ4Frame,9008,0.017181396484375,5.6357e-5
256,524288,sin(40x)cos(40y),40,40,Xz,1500,0.00286102294921875,0.00841353
256,524288,sin(40x)cos(40y),40,40,Zlib,4405,0.008401870727539062,0.001622461
256,524288,sin(40x)cos(40y),40,40,Zstd,1608,0.0030670166015625,0.000215473
512,2097152,sin(40x)cos(40y),40,40,Bzip2,21659,0.010327816009521484,0.594428095
512,2097152,sin(40x)cos(40y),40,40,LZ4Fast,1787727,0.852454662322998,0.002377248
512,2097152,sin(40x)cos(40y),40,40,LZ4Frame,75939,0.03621053695678711,0.000309841
512,2097152,sin(40x)cos(40y),40,40,Xz,2960,0.00141143798828125,0.028869901
512,2097152,sin(40x)cos(40y),40,40,Zlib,15403,0.007344722747802734,0.00639305
512,2097152,sin(40x)cos(40y),40,40,Zstd,3538,0.0016870498657226562,0.000876085
1024,8388608,sin(40x)cos(40y),40,40,Bzip2,134663,0.016053080558776855,2.211172705
1024,8388608,sin(40x)cos(40y),40,40,LZ4Fast,7765369,0.9257041215896606,0.008231936
1024,8388608,sin(40x)cos(40y),40,40,LZ4Frame,530572,0.06324911117553711,0.001250756
1024,8388608,sin(40x)cos(40y),40,40,Xz,6196,0.0007386207580566406,0.111555351
1024,8388608,sin(40x)cos(40y),40,40,Zlib,59203,0.007057547569274902,0.026175906
1024,8388608,sin(40x)cos(40y),40,40,Zstd,7791,0.0009287595748901367,0.001632011
2048,33554432,sin(40x)cos(40y),40,40,Bzip2,921544,0.02746415138244629,8.297101513
2048,33554432,sin(40x)cos(40y),40,40,LZ4Fast,32457082,0.9672964215278625,0.054078504
2048,33554432,sin(40x)cos(40y),40,40,LZ4Frame,4233483,0.12616762518882751,0.139991844
2048,33554432,sin(40x)cos(40y),40,40,Xz,14564,0.00043404102325439453,0.470169909
2048,33554432,sin(40x)cos(40y),40,40,Zlib,240305,0.007161647081375122,0.106691469
2048,33554432,sin(40x)cos(40y),40,40,Zstd,20453,0.0006095468997955322,0.00608549
4096,134217728,sin(40x)cos(40y),40,40,Bzip2,6975116,0.051968663930892944,32.854183116
4096,134217728,sin(40x)cos(40y),40,40,LZ4Fast,132743523,0.9890163168311119,0.410907076
4096,134217728,sin(40x)cos(40y),40,40,LZ4Frame,33856523,0.2522507533431053,0.042005166
4096,134217728,sin(40x)cos(40y),40,40,Xz,38228,0.0002848207950592041,2.238249837
4096,134217728,sin(40x)cos(40y),40,40,Zlib,54677567,0.4073796197772026,1.77619451
4096,134217728,sin(40x)cos(40y),40,40,Zstd,42426,0.00031609833240509033,0.027006552
16,2048,sin(45x)cos(45y),45,45,Bzip2,221,0.10791015625,0.00015003
16,2048,sin(45x)cos(45y),45,45,LZ4Fast,137,0.06689453125,6.702e-6
16,2048,sin(45x)cos(45y),45,45,LZ4Frame,135,0.06591796875,7.1e-6
16,2048,sin(45x)cos(45y),45,45,Xz,176,0.0859375,0.001238506
16,2048,sin(45x)cos(45y),45,45,Zlib,121,0.05908203125,3.9637e-5
16,2048,sin(45x)cos(45y),45,45,Zstd,114,0.0556640625,7.8215e-5
32,8192,sin(45x)cos(45y),45,45,Bzip2,420,0.05126953125,0.000459537
32,8192,sin(45x)cos(45y),45,45,LZ4Fast,333,0.0406494140625,8.646e-6
32,8192,sin(45x)cos(45y),45,45,LZ4Frame,253,0.0308837890625,6.815e-6
32,8192,sin(45x)cos(45y),45,45,Xz,288,0.03515625,0.001724569
32,8192,sin(45x)cos(45y),45,45,Zlib,270,0.032958984375,5.9736e-5
32,8192,sin(45x)cos(45y),45,45,Zstd,201,0.0245361328125,8.1021e-5
64,32768,sin(45x)cos(45y),45,45,Bzip2,950,0.02899169921875,0.004114539
64,32768,sin(45x)cos(45y),45,45,LZ4Fast,961,0.029327392578125,1.5517e-5
64,32768,sin(45x)cos(45y),45,45,LZ4Frame,563,0.017181396484375,1.9063e-5
64,32768,sin(45x)cos(45y),45,45,Xz,500,0.0152587890625,0.002314597
64,32768,sin(45x)cos(45y),45,45,Zlib,597,0.018218994140625,0.0001516
64,32768,sin(45x)cos(45y),45,45,Zstd,406,0.01239013671875,0.000359575
128,131072,sin(45x)cos(45y),45,45,Bzip2,1667,0.01271820068359375,0.018515872
128,131072,sin(45x)cos(45y),45,45,LZ4Fast,2951,0.02251434326171875,4.7142e-5
128,131072,sin(45x)cos(45y),45,45,LZ4Frame,1336,0.01019287109375,1.6035e-5
128,131072,sin(45x)cos(45y),45,45,Xz,832,0.00634765625,0.00284853
128,131072,sin(45x)cos(45y),45,45,Zlib,1457,0.01111602783203125,0.000537985
128,131072,sin(45x)cos(45y),45,45,Zstd,781,0.00595855712890625,9.4654e-5
256,524288,sin(45x)cos(45y),45,45,Bzip2,3306,0.006305694580078125,0.095312339
256,524288,sin(45x)cos(45y),45,45,LZ4Fast,309968,0.591217041015625,0.000764756
256,524288,sin(45x)cos(45y),45,45,LZ4Frame,8896,0.0169677734375,5.7199e-5
256,524288,sin(45x)cos(45y),45,45,Xz,1500,0.00286102294921875,0.00844433
256,524288,sin(45x)cos(45y),45,45,Zlib,4407,0.008405685424804688,0.001739954
256,524288,sin(45x)cos(45y),45,45,Zstd,1603,0.0030574798583984375,0.000208619
512,2097152,sin(45x)cos(45y),45,45,Bzip2,21727,0.010360240936279297,0.594045519
512,2097152,sin(45x)cos(45y),45,45,LZ4Fast,1774941,0.8463578224182129,0.002404368
512,2097152,sin(45x)cos(45y),45,45,LZ4Frame,66891,0.031896114349365234,0.000242698
512,2097152,sin(45x)cos(45y),45,45,Xz,2980,0.0014209747314453125,0.02936054
512,2097152,sin(45x)cos(45y),45,45,Zlib,15418,0.007351875305175781,0.006355892
512,2097152,sin(45x)cos(45y),45,45,Zstd,3534,0.0016851425170898438,0.000871636
1024,8388608,sin(45x)cos(45y),45,45,Bzip2,134817,0.016071438789367676,2.214629434
1024,8388608,sin(45x)cos(45y),45,45,LZ4Fast,7803231,0.9302176237106323,0.008064709
1024,8388608,sin(45x)cos(45y),45,45,LZ4Frame,528012,0.06294393539428711,0.001299205
1024,8388608,sin(45x)cos(45y),45,45,Xz,6176,0.000736236572265625,0.112074381
1024,8388608,sin(45x)cos(45y),45,45,Zlib,59205,0.007057785987854004,0.026418983
1024,8388608,sin(45x)cos(45y),45,45,Zstd,7802,0.0009300708770751953,0.001651285
2048,33554432,sin(45x)cos(45y),45,45,Bzip2,920661,0.027437835931777954,8.29056005
2048,33554432,sin(45x)cos(45y),45,45,LZ4Fast,32487786,0.9682114720344543,0.054287746
2048,33554432,sin(45x)cos(45y),45,45,LZ4Frame,4238604,0.1263202428817749,0.13933762
2048,33554432,sin(45x)cos(45y),45,45,Xz,14584,0.00043463706970214844,0.45003605
2048,33554432,sin(45x)cos(45y),45,45,Zlib,240326,0.007162272930145264,0.106399873
2048,33554432,sin(45x)cos(45y),45,45,Zstd,17702,0.0005275607109069824,0.007172248
4096,134217728,sin(45x)cos(45y),45,45,Bzip2,6903869,0.05143783241510391,32.856883633
4096,134217728,sin(45x)cos(45y),45,45,LZ4Fast,132890936,0.9901146292686462,0.407189857
4096,134217728,sin(45x)cos(45y),45,45,LZ4Frame,33908747,0.25263985246419907,0.044002097
4096,134217728,sin(45x)cos(45y),45,45,Xz,38408,0.0002861618995666504,2.229567299
4096,134217728,sin(45x)cos(45y),45,45,Zlib,55124315,0.41070815175771713,1.779607314
4096,134217728,sin(45x)cos(45y),45,45,Zstd,53724,0.00040027499198913574,0.022791317
16,2048,sin(50x)cos(50y),50,50,Bzip2,220,0.107421875,0.000142914
16,2048,sin(50x)cos(50y),50,50,LZ4Fast,137,0.06689453125,8.03e-6
16,2048,sin(50x)cos(50y),50,50,LZ4Frame,135,0.06591796875,7.412e-6
16,2048,sin(50x)cos(50y),50,50,Xz,180,0.087890625,0.001228243
16,2048,sin(50x)cos(50y),50,50,Zlib,124,0.060546875,3.8176e-5
16,2048,sin(50x)cos(50y),50,50,Zstd,115,0.05615234375,8.1501e-5
32,8192,sin(50x)cos(50y),50,50,Bzip2,434,0.052978515625,0.000478568
32,8192,sin(50x)cos(50y),50,50,LZ4Fast,335,0.0408935546875,8.922e-6
32,8192,sin(50x)cos(50y),50,50,LZ4Frame,256,0.03125,5.608e-6
32,8192,sin(50x)cos(50y),50,50,Xz,292,0.03564453125,0.001758171
32,8192,sin(50x)cos(50y),50,50,Zlib,272,0.033203125,5.6593e-5
32,8192,sin(50x)cos(50y),50,50,Zstd,209,0.0255126953125,8.122e-5
64,32768,sin(50x)cos(50y),50,50,Bzip2,929,0.028350830078125,0.004123443
64,32768,sin(50x)cos(50y),50,50,LZ4Fast,958,0.02923583984375,1.5493e-5
64,32768,sin(50x)cos(50y),50,50,LZ4Frame,563,0.017181396484375,1.9468e-5
64,32768,sin(50x)cos(50y),50,50,Xz,500,0.0152587890625,0.002312548
64,32768,sin(50x)cos(50y),50,50,Zlib,592,0.01806640625,0.000148784
64,32768,sin(50x)cos(50y),50,50,Zstd,406,0.01239013671875,0.000360523
128,131072,sin(50x)cos(50y),50,50,Bzip2,1669,0.01273345947265625,0.018516063
128,131072,sin(50x)cos(50y),50,50,LZ4Fast,2952,0.02252197265625,4.3897e-5
128,131072,sin(50x)cos(50y),50,50,LZ4Frame,1340,0.010223388671875,1.6713e-5
128,131072,sin(50x)cos(50y),50,50,Xz,824,0.00628662109375,0.002879206
128,131072,sin(50x)cos(50y),50,50,Zlib,1449,0.01105499267578125,0.000509998
128,131072,sin(50x)cos(50y),50,50,Zstd,766,0.0058441162109375,9.5301e-5
256,524288,sin(50x)cos(50y),50,50,Bzip2,3306,0.006305694580078125,0.093830243
256,524288,sin(50x)cos(50y),50,50,LZ4Fast,312005,0.5951023101806641,0.000768335
256,524288,sin(50x)cos(50y),50,50,LZ4Frame,8932,0.01703643798828125,5.6068e-5
256,524288,sin(50x)cos(50y),50,50,Xz,1504,0.00286865234375,0.008230387
256,524288,sin(50x)cos(50y),50,50,Zlib,4397,0.008386611938476562,0.001616841
256,524288,sin(50x)cos(50y),50,50,Zstd,1603,0.0030574798583984375,0.00020978
512,2097152,sin(50x)cos(50y),50,50,Bzip2,21632,0.01031494140625,0.593483369
512,2097152,sin(50x)cos(50y),50,50,LZ4Fast,1790786,0.8539133071899414,0.002388428
512,2097152,sin(50x)cos(50y),50,50,LZ4Frame,94492,0.04505729675292969,0.000360274
512,2097152,sin(50x)cos(50y),50,50,Xz,2972,0.0014171600341796875,0.029405139
512,2097152,sin(50x)cos(50y),50,50,Zlib,15409,0.007347583770751953,0.006364975
512,2097152,sin(50x)cos(50y),50,50,Zstd,3534,0.0016851425170898438,0.000872975
1024,8388608,sin(50x)cos(50y),50,50,Bzip2,134773,0.01606619358062744,2.225172834
1024,8388608,sin(50x)cos(50y),50,50,LZ4Fast,7792976,0.9289951324462891,0.008079718
1024,8388608,sin(50x)cos(50y),50,50,LZ4Frame,529036,0.06306600570678711,0.00131686
1024,8388608,sin(50x)cos(50y),50,50,Xz,6196,0.0007386207580566406,0.113185901
1024,8388608,sin(50x)cos(50y),50,50,Zlib,59216,0.0070590972900390625,0.025712114
1024,8388608,sin(50x)cos(50y),50,50,Zstd,7855,0.0009363889694213867,0.001629124
2048,33554432,sin(50x)cos(50y),50,50,Bzip2,920954,0.02744656801223755,8.353326654
2048,33554432,sin(50x)cos(50y),50,50,LZ4Fast,32487790,0.9682115912437439,0.054546496
2048,33554432,sin(50x)cos(50y),50,50,LZ4Frame,4238092,0.1263049840927124,0.139754305
2048,33554432,sin(50x)cos(50y),50,50,Xz,14500,0.00043213367462158203,0.453176402
2048,33554432,sin(50x)cos(50y),50,50,Zlib,240333,0.0071624815464019775,0.106518791
2048,33554432,sin(50x)cos(50y),50,50,Zstd,20445,0.0006093084812164307,0.006088042
4096,134217728,sin(50x)cos(50y),50,50,Bzip2,6957960,0.05184084177017212,34.379402806
4096,134217728,sin(50x)cos(50y),50,50,LZ4Fast,132976936,0.9907553791999817,0.408358268
4096,134217728,sin(50x)cos(50y),50,50,LZ4Frame,33823755,0.2520066127181053,0.043682978
4096,134217728,sin(50x)cos(50y),50,50,Xz,38460,0.00028654932975769043,2.233932534
4096,134217728,sin(50x)cos(50y),50,50,Zlib,55408724,0.41282716393470764,1.816012023
4096,134217728,sin(50x)cos(50y),50,50,Zstd,53720,0.00040024518966674805,0.022500039
16,2048,sin(55x)cos(55y),55,55,Bzip2,218,0.1064453125,0.000144723
16,2048,sin(55x)cos(55y),55,55,LZ4Fast,136,0.06640625,7.07e-6
16,2048,sin(55x)cos(55y),55,55,LZ4Frame,134,0.0654296875,6.54e-6
16,2048,sin(55x)cos(55y),55,55,Xz,180,0.087890625,0.001225361
16,2048,sin(55x)cos(55y),55,55,Zlib,123,0.06005859375,3.5919e-5
16,2048,sin(55x)cos(55y),55,55,Zstd,114,0.0556640625,8.4218e-5
32,8192,sin(55x)cos(55y),55,55,Bzip2,428,0.05224609375,0.00048337
32,8192,sin(55x)cos(55y),55,55,LZ4Fast,334,0.040771484375,7.767e-6
32,8192,sin(55x)cos(55y),55,55,LZ4Frame,255,0.0311279296875,5.7e-6
32,8192,sin(55x)cos(55y),55,55,Xz,292,0.03564453125,0.001758487
32,8192,sin(55x)cos(55y),55,55,Zlib,272,0.033203125,6.0815e-5
32,8192,sin(55x)cos(55y),55,55,Zstd,208,0.025390625,8.6496e-5
64,32768,sin(55x)cos(55y),55,55,Bzip2,930,0.02838134765625,0.00410479
64,32768,sin(55x)cos(55y),55,55,LZ4Fast,956,0.0291748046875,1.6118e-5
64,32768,sin(55x)cos(55y),55,55,LZ4Frame,565,0.017242431640625,1.7894e-5
64,32768,sin(55x)cos(55y),55,55,Xz,504,0.015380859375,0.002338477
64,32768,sin(55x)cos(55y),55,55,Zlib,592,0.01806640625,0.000147318
64,32768,sin(55x)cos(55y),55,55,Zstd,410,0.01251220703125,0.000360925
128,131072,sin(55x)cos(55y),55,55,Bzip2,1665,0.01270294189453125,0.01826692
128,131072,sin(55x)cos(55y),55,55,LZ4Fast,2955,0.02254486083984375,4.6391e-5
